Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.7325202140300827,0.6851521709871851,0.7476319425627835,0.7438499358660524,0.704986002005195,0.748985223902145,0.5074263151008598,0.6978895107009051,0.7550035424874219,0.7458232685004227,0.6902749950980613,0.7643462559594517
P02,0.9944384790651901,0.9763303025743308,0.9887959983520812,0.9924213767103648,0.9912086328270788,0.9906055634202977,0.9440846708340352,0.9798455090511672,0.9716472584258118,0.9764434615137468,0.9718608872115062,0.9725050451849557
P03,0.749785363342139,0.6780013487527852,0.7219207195310008,0.7681081593322256,0.738742082837938,0.7544302167746172,0.6476744277729081,0.6906681991962933,0.7079912797044612,0.7484679317930356,0.7819605028961376,0.7548145579910108
P04,0.9723811141392188,0.97437578750095,0.970865273070903,0.9676791009528976,0.962507057017782,0.9655786307922547,0.9098209362713965,0.981648769430009,0.9673152853264003,0.9645589934956023,0.9582874375804169,0.9628612872706521
P05,0.7335258145313909,0.727682623162775,0.7246189817051683,0.7220681313096424,0.677593012169533,0.7190685112540934,0.4235412488356967,0.7490958617386385,0.7475279513664194,0.745307932730648,0.6990539962518338,0.7396278430541471
P06,0.8168155980201893,0.7873928934738909,0.8334767075525847,0.8404020521797875,0.8148629235535239,0.8421451117906534,0.7803323955107614,0.7838682309877705,0.8321502174854368,0.8040942715727264,0.790511403770972,0.8367974300042373
P07,0.6529555689146189,0.6119020686303729,0.6319105145549747,0.6509390825842744,0.6055234740605453,0.6506903878836774,0.3935255880943694,0.6249032723663819,0.622007989695123,0.6600820895043976,0.6116028079445779,0.6636662670383224
P08,0.916014404797645,0.8746660023468579,0.9487243328249838,0.9468842626126065,0.9383845941159688,0.95065973283257,0.9261445351105911,0.8859256794389466,0.9444046826533723,0.9292622127496256,0.9128175410167167,0.9430581742412972
P09,0.9014517071969246,0.896635909690618,0.9089656412142685,0.9098695906908317,0.8954467729295552,0.9046875794003727,0.811849793353526,0.900240278003402,0.9063242379634514,0.8766609148178813,0.8923225692487287,0.8920095921200157
P10,0.8458163108642612,0.792891251457619,0.8340914116253185,0.8508538226331331,0.8269872036702197,0.8438625971016912,0.6847566033280461,0.8007836318723643,0.8428726208988431,0.8556204146988639,0.8748822432125665,0.8644338261363556
P11,0.8882845119962917,0.8988171050954469,0.8895160171918302,0.8682001297982863,0.8471092957118838,0.8648322482263132,0.5940155456786997,0.9125874482826751,0.9086472643225808,0.8739756226301754,0.8700756510781722,0.8817811876824087
P12,0.9488546633442251,0.936464944498113,0.9647841010364264,0.9456126052378133,0.9369094440164449,0.9483690786819856,0.8539734310271138,0.9474606333469476,0.9568929322283803,0.9406867751731105,0.9216149939263039,0.9432351629411172
P13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P14,0.8447386837659839,0.790080301859603,0.855388984590102,0.8548358406119749,0.8316064307782683,0.8538393011224784,0.7930224951877536,0.7932298972091589,0.8663980586957993,0.8420798483079958,0.8436317336703262,0.8664042271312529
P15,0.7792904617191136,0.7728881527487284,0.7728254120246703,0.7777063905430353,0.7421345980340662,0.7748080441819489,0.5099847710622478,0.7926601393103841,0.7908621809974692,0.7741431724499176,0.7643454152543885,0.7926800553474794
P16,0.7837335471935444,0.735098258825566,0.7870067117991983,0.8037174982463101,0.7723080463840633,0.8006542281513264,0.6891912330961085,0.7536298015943185,0.8111201627320259,0.797740214836843,0.793649781534525,0.820600409914106
P17,0.6583099172996276,0.5675066978507312,0.6541935629690472,0.6836256024265692,0.6482767738341875,0.6850207230805017,0.4901982616360514,0.5801105637319133,0.6635777885318387,0.6772349345422124,0.6596596310320391,0.7113766048075181
P18,0.616307977124698,0.6203104093533589,0.5742503844321659,0.6129547475100144,0.5568737003695066,0.6069111903974441,0.3241455743215126,0.6424387941519373,0.5623353381421655,0.6236346742657526,0.5879463394082634,0.6256400319728667
P19,0.5818762997451061,0.5976364082659403,0.5334105600608152,0.5855853994167589,0.5271656392949773,0.5812925606503059,0.3090352342110512,0.6198886896712753,0.5150798455954219,0.5919965291839936,0.5519179594481872,0.6023999847834222
P20,0.6111415174544977,0.5260466648980867,0.6101242740808405,0.6212299975198204,0.5786637646909318,0.622990656066611,0.4458620625290859,0.5490975270170184,0.6105474572444234,0.6637465493118437,0.5815840163415633,0.6464410628463375
P21,0.561948109109989,0.5834327970029826,0.5266476879103558,0.5648088680379187,0.5068068644241637,0.5687546896566786,0.29851075604301347,0.5908193729844856,0.486346821521643,0.5509843810730269,0.4747254232460722,0.5652750514955587
P22,0.4137123636041862,0.41330353518804147,0.3573557202185273,0.4237506503726403,0.3740994331792296,0.4240343743907104,0.19562883422798508,0.4236734025029207,0.31296638663759746,0.4303366231481461,0.36246772259491233,0.42572595719662853
P23,0.5088992448893651,0.527567247957631,0.45293565327396507,0.5099639438778865,0.454387815814176,0.5063750467484686,0.24521588152028567,0.5484994473062101,0.42342851629202866,0.5201204816949541,0.46761517970647876,0.5152454447934406
P24,0.33031876793022485,0.35764117062869205,0.25952188716222907,0.34849097495289943,0.30624531255670606,0.34393684101074706,0.14985400756304842,0.36904530690276455,0.22929366882763919,0.36729411018032654,0.3277274148330249,0.3622261727319682
P25,0.6498291325244999,0.5946467055067072,0.6405808423798873,0.6606548941837503,0.6156519351198001,0.6636334887680654,0.4006950246010503,0.6100840307566961,0.6335423286013707,0.6550772229918065,0.6067276789910239,0.6785416213358108
P26,0.5323448519887103,0.5731412912149156,0.48220143550432026,0.5357864207553623,0.4708359518063314,0.5343564283785052,0.2689959603402828,0.593283278734025,0.46396428029003134,0.5467282888384115,0.47537169910735383,0.5517600605944196
P27,0.5043027626002011,0.5537697282526582,0.445773355277318,0.5081745529360723,0.44683702339289255,0.5053559031236279,0.2375216161327404,0.5665128161784713,0.40657526903956126,0.509962102149953,0.44864054360816535,0.5113851173847017
P28,0.606194748635923,0.6253220758562862,0.5651183268379958,0.6028085263808642,0.5430891411186425,0.5980267712874556,0.3112215339600616,0.6437776335862516,0.5580445079539534,0.6163446964016569,0.5652309830407864,0.6140075619389134
P29,0.702825108913285,0.6575292391807908,0.6848607446692231,0.7157081476942034,0.6735365820790311,0.7107340238922727,0.5160898759467256,0.6707183136336464,0.6864441327635279,0.7152012154532348,0.7084317755618584,0.7326267359059698
P30,0.3874353225450037,0.3827795260333404,0.3126227660290882,0.39921663905004784,0.3508217807369144,0.3921055095625371,0.168268621409033,0.3814155089688473,0.27118914768026103,0.39715836346949823,0.365687893880566,0.39257330773003174
P31,0.6134913848216571,0.5791240743611009,0.5880899494959766,0.6201657957751106,0.5674880400316955,0.6192116464145131,0.3425722321485175,0.592397573727713,0.5825399538890806,0.6247139648129478,0.5709242518545512,0.6352540474481535
P32,0.5483495085617757,0.5385000594093686,0.4902558829798478,0.5498899610217725,0.49508394629688124,0.5425883393032437,0.2768651977155752,0.5505968454042481,0.47077816808925094,0.5578409298920803,0.5292805711216368,0.5573984425041735
P33,0.39927899919220305,0.432712310925565,0.32883963238081854,0.41142801089113124,0.36155283449440184,0.4120572128550194,0.19376571248122534,0.44680336890595335,0.2853029036610425,0.4141301974861577,0.36051345956370645,0.4258929122779482
P34,0.8307221615441925,0.8133210825652704,0.8267412292741981,0.8392524944970328,0.8135294117415076,0.8331141312714969,0.6978314466694145,0.8216956572958034,0.8042269217309131,0.835188969325371,0.8285888134004437,0.8323467764190284
P35,0.7730665446938345,0.7619377966496538,0.7720895423215245,0.7655309539975425,0.7280108279149704,0.7640129801344148,0.4686353127686358,0.7853416385826554,0.7880697720848399,0.7718600785496409,0.7432316171397984,0.7823364397687085
P36,0.7225307016157232,0.6814291569877295,0.721666563095363,0.7157682359022426,0.671632310975965,0.7158183287521218,0.44591113881616967,0.6846414041212798,0.7369822130842987,0.735180239726497,0.6737010778825104,0.728072530565518
P37,0.5641684492486778,0.5186834501842902,0.5502852371260376,0.5684402632197476,0.517964841782524,0.5747304701883708,0.33650166416166877,0.5249755278931365,0.54939432559428,0.5844027224273417,0.49036695025026344,0.5855179960215334
P38,0.33207416269844925,0.33726144692471205,0.26532518730206395,0.3438651018158675,0.30218020881940133,0.34662934119477035,0.16055385133356953,0.3413603703170355,0.21716075440045823,0.34938694295685185,0.2846305092444804,0.35175197812997094
P39,0.509909191241283,0.4769470327979906,0.46755760710300304,0.5101426929836009,0.460228938975292,0.5150003919414176,0.3029040066402214,0.4982620836842646,0.4611687033728404,0.519411062587642,0.45029505982603957,0.5353173658259426
P40,0.5130540849636549,0.5411601802105591,0.45680233034232454,0.5193554323944723,0.4564409768797263,0.5171108778807454,0.2547159669363877,0.5579683124631839,0.42768335324824946,0.5248957411342002,0.4608936189134253,0.5323868797317195
P41,0.4890310373066923,0.4386045982394119,0.4451726709388394,0.4886298519147839,0.4344442756775835,0.4895904229603481,0.2658574237610595,0.45138612064337524,0.43962227558204936,0.5230140269180426,0.444472636526817,0.5134795370569668
P42,0.5779355557640874,0.562119902815865,0.5492264994643515,0.583338363115963,0.52476742044563,0.5866292324110578,0.3172880745998929,0.5690019647754729,0.5307659879687391,0.5789385741348503,0.5022009623865895,0.5930679628755161
P43,0.478224986396578,0.38947291296295966,0.4155999521754394,0.492030207442505,0.45469205073560864,0.4906653471798249,0.3140597088270459,0.4002877578252228,0.3674895701216013,0.46484257731472245,0.47047929160640545,0.5018549363939162
P44,0.8439131668510353,0.8193350708449901,0.8356774861118439,0.8390846427048657,0.813334700026836,0.8330811856648566,0.6992332241882913,0.8293870238116919,0.8510134430205039,0.8370041920475154,0.8512326285118714,0.8491173280315991
P45,0.501215213570244,0.5153195613696114,0.4455704141215945,0.5015958772365414,0.44703416430449094,0.49998234422440985,0.2553363599350492,0.5381452467370391,0.42597544732721204,0.5187651266942642,0.4584008225184261,0.5195364153567218
P46,0.5375252992119705,0.5156464237946836,0.4879767265009894,0.5420335077715353,0.4885916693708533,0.5430652845681222,0.29721173732093276,0.5290800840536415,0.46698846137360384,0.5360598226727354,0.4847300054282957,0.5577052814507463
