Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.7626348654831693,0.7618617993647685,0.8395397957894593,0.7969661017466126,0.7927169588845746,0.8014832001209661,0.5038976572646576,0.7802169924913872,0.8662050461051044,0.8219671155066673,0.8036563028848038,0.8368513713675183
P02,0.871948054038025,0.8696207474948539,0.9449159652838702,0.9205001973369891,0.9188364061084062,0.9236830733674233,0.6683257278384601,0.8816178716361044,0.9480602427371521,0.9271534845847799,0.9119033705454953,0.935489144784297
P03,0.7230702379055818,0.7222660089670054,0.8039257024084432,0.7740571585337457,0.7693285717297493,0.7805431000383234,0.5184348401108033,0.7379868216396589,0.8124754487266606,0.7789830328465881,0.7551930039369936,0.8002686401336978
P04,0.7677423194743048,0.7559182671682698,0.856199836420302,0.8222003524074598,0.8184793180878712,0.828459851372382,0.5655841822316415,0.7738815916160119,0.865640699758499,0.8384603125872118,0.8100173227139844,0.8559873763664909
P05,0.7499941676204639,0.7425560493902609,0.8328513355785756,0.8008414144933685,0.7966733751201456,0.8063392236252558,0.5367379285571758,0.756889811452831,0.848327893360493,0.8081466816093633,0.7897339237410297,0.8262248630750191
P06,0.6679430372541956,0.6686347943751059,0.7187133626025632,0.6852213185611644,0.6786335536664162,0.6847454441890394,0.37099698346266924,0.6912149987025524,0.7318519299445875,0.7303895538881318,0.7041426898484291,0.7295378404668513
P07,0.5662044903026507,0.5522312300726767,0.6040769201964957,0.5847129602834514,0.5767218009839405,0.582074561633169,0.27342191946512223,0.5768495572544565,0.5993844375085854,0.6244441353180932,0.6070108270966352,0.617505166554876
P08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P09,0.930161597919895,0.9368478259989688,0.9726162314112534,0.9451520402569676,0.9440041687998153,0.9468005866338047,0.6995583446027479,0.9336029428489924,0.9866146496474071,0.9685900878846986,0.9647856929779343,0.9716905450510468
P10,0.782487576365956,0.7778941519165299,0.8639406841480977,0.8284786356688492,0.8248889947901366,0.8332067913404085,0.5624876653629246,0.7941324823294411,0.8904511053979759,0.8456108712668304,0.8312178252569877,0.8600832646918716
P11,0.6331125553038452,0.5893231662846762,0.6836768216431556,0.6756072747448842,0.6703592762774527,0.6804817779484088,0.44412038129442427,0.6017986118940443,0.6883396552208422,0.7033379407076785,0.6660390468513234,0.7180146524025967
P12,0.8079443871764713,0.7973712634108906,0.8970926585658177,0.8665052028098146,0.8637113911878165,0.8715551041294484,0.6146090750087776,0.8135995817154162,0.898550183797798,0.880119498299104,0.8564510004732151,0.8935827396304787
P13,0.8557923660170581,0.865251389487633,0.9264846453466049,0.8854590084515255,0.8830618666893084,0.8890848150271551,0.6226101817153262,0.8768311426905708,0.9513257917976127,0.9141648606863756,0.9021405148919508,0.9229276367754871
P14,0.6069660107513155,0.6373403060097231,0.6401900372490898,0.6241505294698374,0.6162846602300572,0.6268508782457638,0.3034088424549196,0.6599407210386877,0.6562789868505337,0.6555824998049239,0.625295992930679,0.6657905259486993
