Province,TOPSIS,VIKOR,PROMETHEE,COPRAS,EDAS,SAW,IFS_TOPSIS,IFS_VIKOR,IFS_PROMETHEE,IFS_COPRAS,IFS_EDAS,IFS_SAW
P01,0.7185186763410869,0.6876272488594306,0.780419967082153,0.7394549174658781,0.7172501986961193,0.7458512970307002,0.42021944260402566,0.7025344727818419,0.7849025192014154,0.7600085589446255,0.712405728944647,0.7750023342784739
P02,0.9492464413387253,0.9427542738029969,0.9822895167395755,0.9652339018969389,0.9622709926622225,0.9668020628533486,0.7638209423344238,0.9392097316710343,0.9896640266080721,0.980761422742273,0.9769118768147166,0.982381784107916
P03,0.8901580831461308,0.8764820959414199,0.9520633496042868,0.919647227293954,0.9127992349889199,0.9237179651794398,0.6915192943290468,0.8857619988510504,0.9650168842345389,0.9333972829009848,0.9154241949056157,0.9404295576727879
P04,0.7746849392679598,0.732307232454307,0.8313248061439941,0.8038132820009789,0.7870934465807125,0.8064129545923558,0.5204593055146455,0.7454445717938305,0.8428355582761283,0.8329680796807191,0.8024044685061278,0.8399442985101616
P05,0.720720304373009,0.7053898868095881,0.7570837757159707,0.724112872556172,0.700600641899182,0.7247883667627033,0.3910566646442139,0.7275440777744149,0.7678112739347658,0.7657977358132986,0.7364795822823313,0.7679820406093204
P06,0.9727077915566736,0.9695618337883014,0.982376096893954,0.9733054674829967,0.9710304501176138,0.9727925150232855,0.7389387887954769,0.9680797116205774,0.9889937689526623,0.9861039501087566,0.9852476784702038,0.9855609298227513
P07,0.6889664892279347,0.6175103397435731,0.7490761566768094,0.739717653418215,0.7187266293065148,0.7474501113217435,0.5114506455558062,0.6375524110203321,0.774678714562483,0.7724784325378053,0.7190225027004551,0.7907277737162405
P08,0.8472577844460041,0.8275275212786963,0.9310504818822122,0.9060635044565116,0.8980578516709259,0.911005359159101,0.7115561253893417,0.8405901146326129,0.942128936036414,0.9116590153746361,0.8865277500014866,0.9213821475960755
P09,0.7228215118980568,0.6723405085615728,0.7931497606297883,0.7636490395976999,0.7435062429820389,0.7718311508053767,0.5157794994878232,0.6880073802999017,0.8144576249451699,0.7920973525295963,0.7427198712050624,0.8097408845595694
P10,0.8067797272348739,0.7894915449795877,0.891041711569059,0.8417500024472498,0.8282632896803196,0.8495536315791813,0.605921436209702,0.8017229891182988,0.9036324197327711,0.8600426513955881,0.8244659174513264,0.8741490639882865
P11,0.6645872858458727,0.6492217530200515,0.7045760258220659,0.6780840118974925,0.6506490132639295,0.6836657348708065,0.3566418413343195,0.666485336412642,0.7133811727979752,0.7004617116869863,0.6491947542415112,0.714127659650644
P12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P13,0.8403210725901137,0.8411991569498141,0.9119291167329812,0.8619788551761514,0.8502161280684835,0.8677335370411802,0.5924268574307728,0.8546833242150148,0.9331801901354606,0.8911708487684584,0.8664417780759228,0.9006790292259701
P14,0.6115640802629614,0.6101257848760965,0.610857864561937,0.6100885510639986,0.5788055066353252,0.6080043760043872,0.2941685690295282,0.6332226007066756,0.6303998312484117,0.6483884599450025,0.6144791180457027,0.6454246250774757
P15,0.5916773352255065,0.5504806016977186,0.641887722430551,0.6372981333351616,0.610686184766472,0.6546056769388947,0.48758516206476904,0.5535248805126897,0.6436206640791146,0.6282315908622581,0.5505073982218369,0.6628333591240284
P16,0.7721075686133788,0.7401490247961925,0.8613682539322087,0.813276573231632,0.7973632382387361,0.8220043196196744,0.5914579687799449,0.7561282173213808,0.8919638856555231,0.8396878953410182,0.8055158994225902,0.8538314073413494
P17,0.4515018747122696,0.4238830284405768,0.39879163420594693,0.4497867683844607,0.41834086909958523,0.4474296761988919,0.19453348933055387,0.43774456643625514,0.404169570462839,0.47301059713192667,0.4373603782189405,0.4683598193985655
P18,0.5531035496591288,0.5365194381320815,0.5328812494378308,0.5487625080214523,0.5163412992634747,0.5449287438262296,0.2490112123432813,0.5563022450609013,0.5483008307864556,0.5788690542365473,0.5490476791919444,0.570739501667018
P19,0.4353741197778901,0.4348646073162159,0.3816168757731157,0.4395531179935854,0.40754784269200517,0.4410995299456715,0.18663986625350565,0.44530553924867505,0.36996571044658816,0.454297545485561,0.40708679028277817,0.460368221646012
P20,0.41898282705623485,0.39320424907898743,0.3683361926299477,0.4305664531939515,0.39921552584073344,0.43885281649378355,0.20722850688608893,0.4075278073605429,0.3559855707947348,0.44728485833445447,0.38599954192874464,0.46774681827909764
P21,0.5306063305607169,0.5023308165210437,0.5296635408077839,0.5491635448244448,0.5154069605824512,0.5589842725739488,0.2887577138766393,0.5115828271955222,0.5356280863081485,0.5666298408508673,0.49697452105364026,0.5895940321034155
P22,0.46148674809806284,0.4351199619178791,0.420255804433623,0.4692593973767924,0.4350911123935039,0.4738015375707499,0.2064837361900559,0.4473296412829077,0.40422430443019386,0.48382060385960846,0.43067209146787633,0.4936256136712097
